序号,raw_name,standard_name,brand,brand_cn,model_canonical,model_display,model_aliases,reference_price,price_note,knowledge_record_id,knowledge_name,match_status,price_alignment,auto_sync_to_kb,review_required,review_reason,action
1095,雷霆80 AYPS002 AYPS004 AYPS006 AXFORCE80 雷霆AX80 AF80 Lining 雷霆系列,LI-NING AXFORCE 80,LI-NING,李宁,AXFORCE 80,LI-NING AXFORCE 80,雷霆80 AYPS002 AYPS004 AYPS006 AXFORCE80 雷霆AX80 AF80 Lining 雷霆系列；LI-NING AXFORCE 80；AYPS002；AYPS004；AYPS006；AXFORCE80；AF80,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AXFORCE-80,LI-NING AXFORCE 80,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1096,雷霆80 CL 礼盒版 AYPR248 AXFORCE80CL 雷霆80CL AF80CL 谌龙签名版 Lining 雷霆系列,LI-NING 雷霆80 CL 礼盒版 AXFORCE80CL 雷霆80CL AF80CL 谌龙签名版,LI-NING,李宁,雷霆80 CL 礼盒版 AXFORCE80CL 雷霆80CL AF80CL 谌龙签名版,LI-NING 雷霆80 CL 礼盒版 AXFORCE80CL 雷霆80CL AF80CL 谌龙签名版,雷霆80 CL 礼盒版 AYPR248 AXFORCE80CL 雷霆80CL AF80CL 谌龙签名版 Lining 雷霆系列；LI-NING 雷霆80 CL 礼盒版 AXFORCE80CL 雷霆80CL AF80CL 谌龙签名版；AYPR248；AXFORCE80CL；AF80CL,810,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆80-CL-礼盒版-AXFORCE80CL-雷霆80CL-AF80CL-谌龙签名版,LI-NING 雷霆80 CL 礼盒版 AXFORCE80CL 雷霆80CL AF80CL 谌龙签名版,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1097,雷霆80 JR AXFORCE80JR Lining 雷霆系列,LI-NING AXFORCE 80 JR,LI-NING,李宁,AXFORCE 80 JR,LI-NING AXFORCE 80 JR,雷霆80 JR AXFORCE80JR Lining 雷霆系列；LI-NING AXFORCE 80 JR；AXFORCE80JR,810,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AXFORCE-80-JR,LI-NING AXFORCE 80 JR,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1098,雷霆80 Light AXFORCE80Light AYPV035 雷霆80L Lining 雷霆系列,LI-NING AXFORCE 80,LI-NING,李宁,AXFORCE 80,LI-NING AXFORCE 80,雷霆80 Light AXFORCE80Light AYPV035 雷霆80L Lining 雷霆系列；LI-NING 雷霆80 LIGHT AXFORCE80LIGHT 雷霆80L；AXFORCE80LIGHT；AYPV035,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆80-LIGHT-AXFORCE80LIGHT-雷霆80L,LI-NING 雷霆80 LIGHT AXFORCE80LIGHT 雷霆80L,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1099,雷霆80 Ⅱ AYPW049 AXFORCE80Ⅱ 雷霆80二代 Lining 雷霆系列,LI-NING AXFORCE 80,LI-NING,李宁,AXFORCE 80,LI-NING AXFORCE 80,雷霆80 Ⅱ AYPW049 AXFORCE80Ⅱ 雷霆80二代 Lining 雷霆系列；LI-NING 雷霆80 II AXFORCE80II 雷霆80二代；AYPW049,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆80-II-AXFORCE80II-雷霆80二代,LI-NING 雷霆80 II AXFORCE80II 雷霆80二代,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1100,雷霆9 AF9 AYPS077 AYPS075 AXFORCE9 Lining 雷霆系列,LI-NING 雷霆9 AF9 AXFORCE9,LI-NING,李宁,雷霆9 AF9 AXFORCE9,LI-NING 雷霆9 AF9 AXFORCE9,雷霆9 AF9 AYPS077 AYPS075 AXFORCE9 Lining 雷霆系列；LI-NING 雷霆9 AF9 AXFORCE9；AF9；AYPS077；AYPS075；AXFORCE9,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆9-AF9-AXFORCE9,LI-NING 雷霆9 AF9 AXFORCE9,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1101,雷霆9 AXFORCE9 AYPU101 AYPU017 AYPU019 AYPU097 AYPU099 Lining 雷霆系列,LI-NING 雷霆9 AXFORCE9,LI-NING,李宁,雷霆9 AXFORCE9,LI-NING 雷霆9 AXFORCE9,雷霆9 AXFORCE9 AYPU101 AYPU017 AYPU019 AYPU097 AYPU099 Lining 雷霆系列；LI-NING 雷霆9 AXFORCE9；AXFORCE9；AYPU101；AYPU017；AYPU019；AYPU097；AYPU099,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆9-AXFORCE9,LI-NING 雷霆9 AXFORCE9,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1102,雷霆90MAX 虎 礼盒版 AYPS065 AYPS063 AXFORCE90MAX 雷霆90虎礼盒 Lining 雷霆系列,LI-NING AXFORCE 90 MAX,LI-NING,李宁,AXFORCE 90 MAX,LI-NING AXFORCE 90 MAX,雷霆90MAX 虎 礼盒版 AYPS065 AYPS063 AXFORCE90MAX 雷霆90虎礼盒 Lining 雷霆系列；LI-NING 雷霆90MAX 虎 礼盒版 AXFORCE90MAX 雷霆90虎礼盒；AYPS065；AYPS063；AXFORCE90MAX,900,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆90MAX-虎-礼盒版-AXFORCE90MAX-雷霆90虎礼盒,LI-NING 雷霆90MAX 虎 礼盒版 AXFORCE90MAX 雷霆90虎礼盒,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1103,雷霆90MAX 龙 礼盒版 AXFORCE90MAX AYPS065 AYPS063 雷霆90龙礼盒 Lining 雷霆系列,LI-NING AXFORCE 90 MAX,LI-NING,李宁,AXFORCE 90 MAX,LI-NING AXFORCE 90 MAX,雷霆90MAX 龙 礼盒版 AXFORCE90MAX AYPS065 AYPS063 雷霆90龙礼盒 Lining 雷霆系列；LI-NING 雷霆90MAX 龙 礼盒版 AXFORCE90MAX 雷霆90龙礼盒；AXFORCE90MAX；AYPS065；AYPS063,2080,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆90MAX-龙-礼盒版-AXFORCE90MAX-雷霆90龙礼盒,LI-NING 雷霆90MAX 龙 礼盒版 AXFORCE90MAX 雷霆90龙礼盒,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1104,雷霆90NEW AXFORCE90NEW AYPV001 雷霆90 Lining 雷霆系列,LI-NING 雷霆90NEW AXFORCE90NEW 雷霆90,LI-NING,李宁,雷霆90NEW AXFORCE90NEW 雷霆90,LI-NING 雷霆90NEW AXFORCE90NEW 雷霆90,雷霆90NEW AXFORCE90NEW AYPV001 雷霆90 Lining 雷霆系列；LI-NING 雷霆90NEW AXFORCE90NEW 雷霆90；AXFORCE90NEW；AYPV001,1780,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆90NEW-AXFORCE90NEW-雷霆90,LI-NING 雷霆90NEW AXFORCE90NEW 雷霆90,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1105,雷霆90NEW马年限定 AXFORCE90NEW马年 Lining 雷霆系列,LI-NING AXFORCE 90,LI-NING,李宁,AXFORCE 90,LI-NING AXFORCE 90,雷霆90NEW马年限定 AXFORCE90NEW马年 Lining 雷霆系列；LI-NING 雷霆90NEW马年限定 AXFORCE90NEW马年,1880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆90NEW马年限定-AXFORCE90NEW马年,LI-NING 雷霆90NEW马年限定 AXFORCE90NEW马年,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1106,雷霆JR AYPS085,LI-NING AXFORCE JR,LI-NING,李宁,AXFORCE JR,LI-NING AXFORCE JR,雷霆JR AYPS085；LI-NING AXFORCE JR；AYPS085,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AXFORCE-JR,LI-NING AXFORCE JR,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1107,雷霆KIDS AFKS AYPS091 AYPS089 AXFORCEKIDS Lining 雷霆系列,LI-NING 雷霆KIDS AFKS AXFORCEKIDS,LI-NING,李宁,雷霆KIDS AFKS AXFORCEKIDS,LI-NING 雷霆KIDS AFKS AXFORCEKIDS,雷霆KIDS AFKS AYPS091 AYPS089 AXFORCEKIDS Lining 雷霆系列；LI-NING 雷霆KIDS AFKS AXFORCEKIDS；AYPS091；AYPS089,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆KIDS-AFKS-AXFORCEKIDS,LI-NING 雷霆KIDS AFKS AXFORCEKIDS,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1108,雷霆小钢炮 AYPT307 AYPT311 小钢炮 Lining 雷霆系列,LI-NING 雷霆小钢炮 AYPT307 AYPT311 小钢炮 雷霆系列,LI-NING,李宁,雷霆小钢炮 AYPT307 AYPT311 小钢炮 雷霆系列,LI-NING 雷霆小钢炮 AYPT307 AYPT311 小钢炮 雷霆系列,雷霆小钢炮 AYPT307 AYPT311 小钢炮 Lining 雷霆系列；LI-NING 雷霆小钢炮 AYPT307 AYPT311 小钢炮 雷霆系列；AYPT307；AYPT311,300,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AYPT307-AYPT311,LI-NING 雷霆小钢炮 AYPT307 AYPT311 小钢炮 雷霆系列,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1109,雷霆小钢炮 新色 小钢炮新色 Lining 雷霆系列,LI-NING 雷霆小钢炮 新色 小钢炮新色,LI-NING,李宁,雷霆小钢炮 新色 小钢炮新色,LI-NING 雷霆小钢炮 新色 小钢炮新色,雷霆小钢炮 新色 小钢炮新色 Lining 雷霆系列；LI-NING 雷霆小钢炮 新色 小钢炮新色,300,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆小钢炮-新色-小钢炮新色,LI-NING 雷霆小钢炮 新色 小钢炮新色,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1110,雷霆小钢炮 浅烟粉/浅纱绿 AYPW011 AYPW013 Lining 雷霆系列,LI-NING 雷霆小钢炮 浅烟粉/浅纱绿,LI-NING,李宁,雷霆小钢炮 浅烟粉/浅纱绿,LI-NING 雷霆小钢炮 浅烟粉/浅纱绿,雷霆小钢炮 浅烟粉/浅纱绿 AYPW011 AYPW013 Lining 雷霆系列；LI-NING 雷霆小钢炮 浅烟粉/浅纱绿；AYPW011；AYPW013,300,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆小钢炮-浅烟粉-浅纱绿,LI-NING 雷霆小钢炮 浅烟粉/浅纱绿,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1111,雷霆小钢炮PRO AYPU081 小钢炮PRO AYPU083 Lining 雷霆系列,LI-NING 雷霆小钢炮PRO 小钢炮PRO,LI-NING,李宁,雷霆小钢炮PRO 小钢炮PRO,LI-NING 雷霆小钢炮PRO 小钢炮PRO,雷霆小钢炮PRO AYPU081 小钢炮PRO AYPU083 Lining 雷霆系列；LI-NING 雷霆小钢炮PRO 小钢炮PRO；AYPU081；AYPU083,680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆小钢炮PRO-小钢炮PRO,LI-NING 雷霆小钢炮PRO 小钢炮PRO,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1112,雷霆小钢炮PRO马年 AYPW035 Lining 雷霆系列,LI-NING 雷霆小钢炮PRO马年,LI-NING,李宁,雷霆小钢炮PRO马年,LI-NING 雷霆小钢炮PRO马年,雷霆小钢炮PRO马年 AYPW035 Lining 雷霆系列；LI-NING 雷霆小钢炮PRO马年；AYPW035,680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆小钢炮PRO马年,LI-NING 雷霆小钢炮PRO马年,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1113,雷霆战士 AYPW039 Lining 雷霆系列,LI-NING 雷霆战士,LI-NING,李宁,雷霆战士,LI-NING 雷霆战士,雷霆战士 AYPW039 Lining 雷霆系列；LI-NING 雷霆战士；AYPW039,490,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆战士,LI-NING 雷霆战士,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1114,AERONAUT 4000 风动4000 AYPM448 Lining 风动导流,LI-NING AERONAUT 4000 风动4000,LI-NING,李宁,AERONAUT 4000 风动4000,LI-NING AERONAUT 4000 风动4000,AERONAUT 4000 风动4000 AYPM448 Lining 风动导流；LI-NING AERONAUT 4000 风动4000；AERONAUT4000；AYPM448；风动；风动导流,750,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-4000-风动4000,LI-NING AERONAUT 4000 风动4000,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1115,AERONAUT 4000B 风动4000B AYPP042 AERONAUT4000B Lining 风动导流,LI-NING AERONAUT 4000B 风动4000B AERONAUT4000B,LI-NING,李宁,AERONAUT 4000B 风动4000B AERONAUT4000B,LI-NING AERONAUT 4000B 风动4000B AERONAUT4000B,AERONAUT 4000B 风动4000B AYPP042 AERONAUT4000B Lining 风动导流；LI-NING AERONAUT 4000B 风动4000B AERONAUT4000B；AERONAUT4000B；AYPP042；风动；风动导流,880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-4000B-风动4000B-AERONAUT4000B,LI-NING AERONAUT 4000B 风动4000B AERONAUT4000B,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1116,AERONAUT 4000C 风动4000C AYPM444 AERONAUT4000C Lining 风动导流,LI-NING AERONAUT 4000C 风动4000C AERONAUT4000C,LI-NING,李宁,AERONAUT 4000C 风动4000C AERONAUT4000C,LI-NING AERONAUT 4000C 风动4000C AERONAUT4000C,AERONAUT 4000C 风动4000C AYPM444 AERONAUT4000C Lining 风动导流；LI-NING AERONAUT 4000C 风动4000C AERONAUT4000C；AERONAUT4000C；AYPM444；风动；风动导流,880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-4000C-风动4000C-AERONAUT4000C,LI-NING AERONAUT 4000C 风动4000C AERONAUT4000C,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1117,AERONAUT 6000 AYPQ006 风动6000 Lining 风动导流,LI-NING AERONAUT 6000 风动6000,LI-NING,李宁,AERONAUT 6000 风动6000,LI-NING AERONAUT 6000 风动6000,AERONAUT 6000 AYPQ006 风动6000 Lining 风动导流；LI-NING AERONAUT 6000 风动6000；AERONAUT6000；AYPQ006；风动；风动导流,750,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-6000-风动6000,LI-NING AERONAUT 6000 风动6000,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1118,AERONAUT 6000C AYPQ146 风动6000C AERONAUT6000C Lining 风动导流,LI-NING AERONAUT 6000C 风动6000C AERONAUT6000C,LI-NING,李宁,AERONAUT 6000C 风动6000C AERONAUT6000C,LI-NING AERONAUT 6000C 风动6000C AERONAUT6000C,AERONAUT 6000C AYPQ146 风动6000C AERONAUT6000C Lining 风动导流；LI-NING AERONAUT 6000C 风动6000C AERONAUT6000C；AERONAUT6000C；AYPQ146；风动；风动导流,990,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-6000C-风动6000C-AERONAUT6000C,LI-NING AERONAUT 6000C 风动6000C AERONAUT6000C,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1119,AERONAUT 6000D 风动6000D AYPQ014 Lining 风动导流,LI-NING AERONAUT 6000D,LI-NING,李宁,AERONAUT 6000D,LI-NING AERONAUT 6000D,AERONAUT 6000D 风动6000D AYPQ014 Lining 风动导流；LI-NING AERONAUT 6000D 风动6000D；AERONAUT6000D；AYPQ014；风动；风动导流,750,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-6000D-风动6000D,LI-NING AERONAUT 6000D 风动6000D,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1120,AERONAUT 6000I 风动6000I AYPR006 Lining 风动导流,LI-NING AERONAUT 6000I,LI-NING,李宁,AERONAUT 6000I,LI-NING AERONAUT 6000I,AERONAUT 6000I 风动6000I AYPR006 Lining 风动导流；LI-NING AERONAUT 6000I 风动6000I；AERONAUT6000I；AYPR006；风动；风动导流,990,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-6000I-风动6000I,LI-NING AERONAUT 6000I 风动6000I,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1121,AERONAUT 7000 风动7000 AYPM452 Lining 风动导流,LI-NING AERONAUT 7000 风动7000,LI-NING,李宁,AERONAUT 7000 风动7000,LI-NING AERONAUT 7000 风动7000,AERONAUT 7000 风动7000 AYPM452 Lining 风动导流；LI-NING AERONAUT 7000 风动7000；AERONAUT7000；AYPM452；风动；风动导流,1780,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-7000-风动7000,LI-NING AERONAUT 7000 风动7000,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1122,AERONAUT 7000B 风动7000B AYPM446 Lining 风动导流,LI-NING AERONAUT 7000B 风动7000B,LI-NING,李宁,AERONAUT 7000B 风动7000B,LI-NING AERONAUT 7000B 风动7000B,AERONAUT 7000B 风动7000B AYPM446 Lining 风动导流；LI-NING AERONAUT 7000B 风动7000B；AERONAUT7000B；AYPM446；风动；风动导流,1780,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-7000B-风动7000B,LI-NING AERONAUT 7000B 风动7000B,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1123,AERONAUT 7000C 风动7000C AYPM442 Lining 风动导流,LI-NING AERONAUT 7000C 风动7000C,LI-NING,李宁,AERONAUT 7000C 风动7000C,LI-NING AERONAUT 7000C 风动7000C,AERONAUT 7000C 风动7000C AYPM442 Lining 风动导流；LI-NING AERONAUT 7000C 风动7000C；AERONAUT7000C；AYPM442；风动；风动导流,650,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-7000C-风动7000C,LI-NING AERONAUT 7000C 风动7000C,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1124,AERONAUT 7000I 粉色 风动7000I AYPP238 Lining 风动导流,LI-NING AERONAUT 7000I,LI-NING,李宁,AERONAUT 7000I,LI-NING AERONAUT 7000I,AERONAUT 7000I 粉色 风动7000I AYPP238 Lining 风动导流；LI-NING AERONAUT 7000I 粉色 风动7000I；AERONAUT7000I；AYPP238；风动；风动导流,650,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-7000I-粉色-风动7000I,LI-NING AERONAUT 7000I 粉色 风动7000I,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1125,AERONAUT 7000I 青紫 风动7000i AYPP028 Lining 风动导流,LI-NING AERONAUT 7000I,LI-NING,李宁,AERONAUT 7000I,LI-NING AERONAUT 7000I,AERONAUT 7000I 青紫 风动7000i AYPP028 Lining 风动导流；LI-NING AERONAUT 7000I 青紫 风动7000I；AERONAUT7000I；AYPP028；风动；风动导流,1780,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-7000I-青紫-风动7000I,LI-NING AERONAUT 7000I 青紫 风动7000I,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1126,AERONAUT 8000 风动8000 AERONAUT8000 AYPN218 Lining 风动导流,LI-NING AERONAUT 8000 风动8000 AERONAUT8000,LI-NING,李宁,AERONAUT 8000 风动8000 AERONAUT8000,LI-NING AERONAUT 8000 风动8000 AERONAUT8000,AERONAUT 8000 风动8000 AERONAUT8000 AYPN218 Lining 风动导流；LI-NING AERONAUT 8000 风动8000 AERONAUT8000；AERONAUT8000；AYPN218；风动；风动导流,780,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-8000-风动8000-AERONAUT8000,LI-NING AERONAUT 8000 风动8000 AERONAUT8000,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1127,AERONAUT 8000C AYPN216 风动8000C AERONAUT8000C Lining 风动导流,LI-NING AERONAUT 8000C 风动8000C AERONAUT8000C,LI-NING,李宁,AERONAUT 8000C 风动8000C AERONAUT8000C,LI-NING AERONAUT 8000C 风动8000C AERONAUT8000C,AERONAUT 8000C AYPN216 风动8000C AERONAUT8000C Lining 风动导流；LI-NING AERONAUT 8000C 风动8000C AERONAUT8000C；AERONAUT8000C；AYPN216；风动；风动导流,780,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-8000C-风动8000C-AERONAUT8000C,LI-NING AERONAUT 8000C 风动8000C AERONAUT8000C,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1128,AERONAUT 8000D 风动8000D AYPN214 AERONAUT8000D Lining 风动导流,LI-NING AERONAUT 8000D 风动8000D AERONAUT8000D,LI-NING,李宁,AERONAUT 8000D 风动8000D AERONAUT8000D,LI-NING AERONAUT 8000D 风动8000D AERONAUT8000D,AERONAUT 8000D 风动8000D AYPN214 AERONAUT8000D Lining 风动导流；LI-NING AERONAUT 8000D 风动8000D AERONAUT8000D；AERONAUT8000D；AYPN214；风动；风动导流,780,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-8000D-风动8000D-AERONAUT8000D,LI-NING AERONAUT 8000D 风动8000D AERONAUT8000D,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
